Komentar,Case Folding,Remove Number & Remove Punctuation,Tokenizing,Remove Stop Word,Stemming,Perbaikan Kata
Gmana mo d vaksin.. kmrin sblm ppkm dtg kejawa skr posisi d jawatengah susah dpt akses mau vaksin buat syarat pulang. Karena ktp luar.. tanya sini gak tau tanya sono suru tanya lagi sini situ gmana dong pak aturannya apakah tdk ada surat edran sampe pelosok2 karna pulau jawa tdk semua kota sampe d desa2 nya jg di berikan sampai jelas aturanya spya mereka paham . Jgn gini di desa semua gak tau ..,gmana mo d vaksin kmrin sblm ppkm dtg kejawa skr posisi d jawatengah susah dpt akses mau vaksin buat syarat pulang karena ktp luar tanya sini gak tau tanya sono suru tanya lagi sini situ gmana dong pak aturannya apakah tdk ada surat edran sampe pelosok karna pulau jawa tdk semua kota sampe d desa nya jg di berikan sampai jelas aturanya spya mereka paham jgn gini di desa semua gak tau ,gmana mo d vaksin kmrin sblm ppkm dtg kejawa skr posisi d jawatengah susah dpt akses mau vaksin buat syarat pulang karena ktp luar tanya sini gak tau tanya sono suru tanya lagi sini situ gmana dong pak aturannya apakah tdk ada surat edran sampe pelosok karna pulau jawa tdk semua kota sampe d desa nya jg di berikan sampai jelas aturanya spya mereka paham jgn gini di desa semua gak tau ,"['gmana', 'mo', 'd', 'vaksin', 'kmrin', 'sblm', 'ppkm', 'dtg', 'kejawa', 'skr', 'posisi', 'd', 'jawatengah', 'susah', 'dpt', 'akses', 'mau', 'vaksin', 'buat', 'syarat', 'pulang', 'karena', 'ktp', 'luar', 'tanya', 'sini', 'gak', 'tau', 'tanya', 'sono', 'suru', 'tanya', 'lagi', 'sini', 'situ', 'gmana', 'dong', 'pak', 'aturannya', 'apakah', 'tdk', 'ada', 'surat', 'edran', 'sampe', 'pelosok', 'karna', 'pulau', 'jawa', 'tdk', 'semua', 'kota', 'sampe', 'd', 'desa', 'nya', 'jg', 'di', 'berikan', 'sampai', 'jelas', 'aturanya', 'spya', 'mereka', 'paham', 'jgn', 'gini', 'di', 'desa', 'semua', 'gak', 'tau']","['gmana', 'mo', 'd', 'vaksin', 'kmrin', 'sblm', 'ppkm', 'dtg', 'kejawa', 'skr', 'posisi', 'd', 'jawatengah', 'susah', 'dpt', 'akses', 'vaksin', 'syarat', 'pulang', 'ktp', 'gak', 'tau', 'sono', 'suru', 'situ', 'gmana', 'aturannya', 'tdk', 'surat', 'edran', 'sampe', 'pelosok', 'karna', 'pulau', 'jawa', 'tdk', 'kota', 'sampe', 'd', 'desa', 'nya', 'jg', 'aturanya', 'spya', 'paham', 'jgn', 'gini', 'desa', 'gak', 'tau']","['gmana', 'mo', 'd', 'vaksin', 'kmrin', 'sblm', 'ppkm', 'dtg', 'kejawa', 'skr', 'posisi', 'd', 'jawatengah', 'susah', 'dpt', 'akses', 'vaksin', 'syarat', 'pulang', 'ktp', 'gak', 'tau', 'sono', 'suru', 'situ', 'gmana', 'atur', 'tdk', 'surat', 'edran', 'sampe', 'pelosok', 'karna', 'pulau', 'jawa', 'tdk', 'kota', 'sampe', 'd', 'desa', 'nya', 'jg', 'aturanya', 'spya', 'paham', 'jgn', 'gin', 'desa', 'gak', 'tau']",bagaimana mau di vaksin kemarin belum ppkm datang jawa sekarang posisi di jawa tengah susah dapat akses vaksin syarat pulang ktp tidak tau sana suruh situ bagaimana atur tidak surat edar sampai pelosok karena pulau jawa tidak kota sampai di desa nya juga atur supaya paham jangan gini desa tidak tau
"Saya sekedar menyarankan, alangkah baiknya setelah menyediakan vaksin pemerintah jg memberikan beberapa obat²an spt paracetamol atau diberi vitamin untuk meredakan efek samping yg timbul dan menunjang kesehatan pasca vaksinasi. Terima Kasih",saya sekedar menyarankan alangkah baiknya setelah menyediakan vaksin pemerintah jg memberikan beberapa obat²an spt paracetamol atau diberi vitamin untuk meredakan efek samping yg timbul dan menunjang kesehatan pasca vaksinasi terima kasih,saya sekedar menyarankan alangkah baiknya setelah menyediakan vaksin pemerintah jg memberikan beberapa obat²an spt paracetamol atau diberi vitamin untuk meredakan efek samping yg timbul dan menunjang kesehatan pasca vaksinasi terima kasih,"['saya', 'sekedar', 'menyarankan', 'alangkah', 'baiknya', 'setelah', 'menyediakan', 'vaksin', 'pemerintah', 'jg', 'memberikan', 'beberapa', 'obat²an', 'spt', 'paracetamol', 'atau', 'diberi', 'vitamin', 'untuk', 'meredakan', 'efek', 'samping', 'yg', 'timbul', 'dan', 'menunjang', 'kesehatan', 'pasca', 'vaksinasi', 'terima', 'kasih']","['sekedar', 'menyarankan', 'alangkah', 'baiknya', 'menyediakan', 'vaksin', 'pemerintah', 'jg', 'obat²an', 'spt', 'paracetamol', 'vitamin', 'meredakan', 'efek', 'samping', 'yg', 'timbul', 'menunjang', 'kesehatan', 'pasca', 'vaksinasi', 'terima', 'kasih']","['dar', 'saran', 'alangkah', 'baik', 'sedia', 'vaksin', 'perintah', 'jg', 'obat an', 'spt', 'paracetamol', 'vitamin', 'reda', 'efek', 'samping', 'yg', 'timbul', 'tunjang', 'sehat', 'pasca', 'vaksinasi', 'terima', 'kasih']",dari saran alangkah baik sedia vaksin perintah juga obat an seperti paracetamol vitamin reda efek samping yang timbul tunjang sehat pasca vaksinasi terima kasih
Min . Saya dah vaksin ke 2 . Kok blom muncul yah sertifikat ya ??,min saya dah vaksin ke kok blom muncul yah sertifikat ya ,min saya dah vaksin ke kok blom muncul yah sertifikat ya ,"['min', 'saya', 'dah', 'vaksin', 'ke', 'kok', 'blom', 'muncul', 'yah', 'sertifikat', 'ya']","['min', 'dah', 'vaksin', 'blom', 'muncul', 'yah', 'sertifikat', 'ya']","['min', 'dah', 'vaksin', 'blom', 'muncul', 'yah', 'sertifikat', 'ya']",admin sudah vaksin belum muncul ya sertifikat ya
Mau tanya dong. Sudah vaksinasi kok belum dapat sms dapat sertifikatnya? Kenapa yah?,mau tanya dong sudah vaksinasi kok belum dapat sms dapat sertifikatnya kenapa yah,mau tanya dong sudah vaksinasi kok belum dapat sms dapat sertifikatnya kenapa yah,"['mau', 'tanya', 'dong', 'sudah', 'vaksinasi', 'kok', 'belum', 'dapat', 'sms', 'dapat', 'sertifikatnya', 'kenapa', 'yah']","['vaksinasi', 'sms', 'sertifikatnya', 'yah']","['vaksinasi', 'sms', 'sertifikat', 'yah']",vaksinasi sms sertifikat ya
Ijin bertanya : 1). Kami dan warga lain vaksin pertama tgl : 7 Juni 2021.  2). Dapat pemberitahuan  via sms harus datang vaksin kedua tgl. 5 juli 2021.  3). Setelah kami datang ke puskesmas yg di tunjuk di infokan bahwa vaksin kedua ada penjadwalan ulang ke tgl 7 Juli 2021.  Apakah kondisi ini masih bisa di toleransi atau kami harus kembali ulang vaksin ke tahapan pertama? Terima kasih @kemenkes_ri,ijin bertanya kami dan warga lain vaksin pertama tgl juni dapat pemberitahuan via sms harus datang vaksin kedua tgl juli setelah kami datang ke puskesmas yg di tunjuk di infokan bahwa vaksin kedua ada penjadwalan ulang ke tgl juli apakah kondisi ini masih bisa di toleransi atau kami harus kembali ulang vaksin ke tahapan pertama terima kasih ,ijin bertanya kami dan warga lain vaksin pertama tgl juni dapat pemberitahuan via sms harus datang vaksin kedua tgl juli setelah kami datang ke puskesmas yg di tunjuk di infokan bahwa vaksin kedua ada penjadwalan ulang ke tgl juli apakah kondisi ini masih bisa di toleransi atau kami harus kembali ulang vaksin ke tahapan pertama terima kasih ,"['ijin', 'bertanya', 'kami', 'dan', 'warga', 'lain', 'vaksin', 'pertama', 'tgl', 'juni', 'dapat', 'pemberitahuan', 'via', 'sms', 'harus', 'datang', 'vaksin', 'kedua', 'tgl', 'juli', 'setelah', 'kami', 'datang', 'ke', 'puskesmas', 'yg', 'di', 'tunjuk', 'di', 'infokan', 'bahwa', 'vaksin', 'kedua', 'ada', 'penjadwalan', 'ulang', 'ke', 'tgl', 'juli', 'apakah', 'kondisi', 'ini', 'masih', 'bisa', 'di', 'toleransi', 'atau', 'kami', 'harus', 'kembali', 'ulang', 'vaksin', 'ke', 'tahapan', 'pertama', 'terima', 'kasih']","['ijin', 'warga', 'vaksin', 'tgl', 'juni', 'pemberitahuan', 'via', 'sms', 'vaksin', 'tgl', 'juli', 'puskesmas', 'yg', 'infokan', 'vaksin', 'penjadwalan', 'ulang', 'tgl', 'juli', 'kondisi', 'toleransi', 'ulang', 'vaksin', 'tahapan', 'terima', 'kasih']","['ijin', 'warga', 'vaksin', 'tgl', 'juni', 'pemberitahuan', 'via', 'sms', 'vaksin', 'tgl', 'juli', 'puskesmas', 'yg', 'info', 'vaksin', 'jadwal', 'ulang', 'tgl', 'juli', 'kondisi', 'toleransi', 'ulang', 'vaksin', 'tahap', 'terima', 'kasih']",izin warga vaksin tanggal juni pemberitahuan via sms vaksin tanggal juli puskesmas yang informasi vaksin jadwal ulang tanggal juli kondisi toleransi ulang vaksin tahap terima kasih
"Udah vaksin pertama senin tgl 28 Juni kemarin tapi sertifikat vaksin blm tersedia ktanya. sms ngasih sertifikat gada sampe sekarang padahal nomor yg saya kasih itu aktif, dh cek juga di aplikasi pedulilindungi tpi gada jg??",udah vaksin pertama senin tgl juni kemarin tapi sertifikat vaksin blm tersedia ktanya sms ngasih sertifikat gada sampe sekarang padahal nomor yg saya kasih itu aktif dh cek juga di aplikasi pedulilindungi tpi gada jg,udah vaksin pertama senin tgl juni kemarin tapi sertifikat vaksin blm tersedia ktanya sms ngasih sertifikat gada sampe sekarang padahal nomor yg saya kasih itu aktif dh cek juga di aplikasi pedulilindungi tpi gada jg,"['udah', 'vaksin', 'pertama', 'senin', 'tgl', 'juni', 'kemarin', 'tapi', 'sertifikat', 'vaksin', 'blm', 'tersedia', 'ktanya', 'sms', 'ngasih', 'sertifikat', 'gada', 'sampe', 'sekarang', 'padahal', 'nomor', 'yg', 'saya', 'kasih', 'itu', 'aktif', 'dh', 'cek', 'juga', 'di', 'aplikasi', 'pedulilindungi', 'tpi', 'gada', 'jg']","['udah', 'vaksin', 'senin', 'tgl', 'juni', 'kemarin', 'sertifikat', 'vaksin', 'blm', 'tersedia', 'ktanya', 'sms', 'ngasih', 'sertifikat', 'gada', 'sampe', 'nomor', 'yg', 'kasih', 'aktif', 'dh', 'cek', 'aplikasi', 'pedulilindungi', 'tpi', 'gada', 'jg']","['udah', 'vaksin', 'senin', 'tgl', 'juni', 'kemarin', 'sertifikat', 'vaksin', 'blm', 'sedia', 'ktanya', 'sms', 'ngasih', 'sertifikat', 'gada', 'sampe', 'nomor', 'yg', 'kasih', 'aktif', 'dh', 'cek', 'aplikasi', 'pedulilindungi', 'tpi', 'gada', 'jg']",sudah vaksin senin tanggal juni kemarin sertifikat vaksin belum sedia kata sms kasih sertifikat tidak ada sampai nomor yang kasih aktif sudah cek aplikasi pedulilindungi tapi tidak ada juga
Udah Vaksin masih harus tetep 5 M?Itu sama Juga udah Pake Kondom tapi tetep Harus “Ngeluarin” di luar!Masa sih Vaksin kalah sama Kondom???,udah vaksin masih harus tetep mitu sama juga udah pake kondom tapi tetep harus ngeluarin di luarmasa sih vaksin kalah sama kondom,udah vaksin masih harus tetep mitu sama juga udah pake kondom tapi tetep harus ngeluarin di luarmasa sih vaksin kalah sama kondom,"['udah', 'vaksin', 'masih', 'harus', 'tetep', 'mitu', 'sama', 'juga', 'udah', 'pake', 'kondom', 'tapi', 'tetep', 'harus', 'ngeluarin', 'di', 'luarmasa', 'sih', 'vaksin', 'kalah', 'sama', 'kondom']","['udah', 'vaksin', 'tetep', 'mitu', 'udah', 'pake', 'kondom', 'tetep', 'ngeluarin', 'luarmasa', 'sih', 'vaksin', 'kalah', 'kondom']","['udah', 'vaksin', 'tetep', 'mitu', 'udah', 'pake', 'kondom', 'tetep', 'ngeluarin', 'luarmasa', 'sih', 'vaksin', 'kalah', 'kondom']",sudah vaksin tetap itu sudah pakai kondom tetap keluar luar masa sih vaksin kalah kondom
Vaksin harus tetep 5 M??? Masa kalah sama Kondom? Kondom aja klo dipake Bisa keluarin di dalem!,vaksin harus tetep m masa kalah sama kondom kondom aja klo dipake bisa keluarin di dalem,vaksin harus tetep m masa kalah sama kondom kondom aja klo dipake bisa keluarin di dalem,"['vaksin', 'harus', 'tetep', 'm', 'masa', 'kalah', 'sama', 'kondom', 'kondom', 'aja', 'klo', 'dipake', 'bisa', 'keluarin', 'di', 'dalem']","['vaksin', 'tetep', 'm', 'kalah', 'kondom', 'kondom', 'aja', 'klo', 'dipake', 'keluarin', 'dalem']","['vaksin', 'tetep', 'm', 'kalah', 'kondom', 'kondom', 'aja', 'klo', 'dipake', 'keluarin', 'dalem']",vaksin tetap m kalah kondom kondom aja kalau pakai keluar dalam
"Sy belum dpt sertifikat vaksin padahal sdh divaksin. Di buka di web sama aplikasi nya malah bilang ga terdaftar ???????. Pdhl sy mau merantau buat cari nafkah. Ya Allaah, selalu sj dpt birokrasi yg bobrok.",sy belum dpt sertifikat vaksin padahal sdh divaksin di buka di web sama aplikasi nya malah bilang ga terdaftar pdhl sy mau merantau buat cari nafkah ya allaah selalu sj dpt birokrasi yg bobrok,sy belum dpt sertifikat vaksin padahal sdh divaksin di buka di web sama aplikasi nya malah bilang ga terdaftar pdhl sy mau merantau buat cari nafkah ya allaah selalu sj dpt birokrasi yg bobrok,"['sy', 'belum', 'dpt', 'sertifikat', 'vaksin', 'padahal', 'sdh', 'divaksin', 'di', 'buka', 'di', 'web', 'sama', 'aplikasi', 'nya', 'malah', 'bilang', 'ga', 'terdaftar', 'pdhl', 'sy', 'mau', 'merantau', 'buat', 'cari', 'nafkah', 'ya', 'allaah', 'selalu', 'sj', 'dpt', 'birokrasi', 'yg', 'bobrok']","['sy', 'dpt', 'sertifikat', 'vaksin', 'sdh', 'divaksin', 'buka', 'web', 'aplikasi', 'nya', 'bilang', 'ga', 'terdaftar', 'pdhl', 'sy', 'merantau', 'cari', 'nafkah', 'ya', 'allaah', 'sj', 'dpt', 'birokrasi', 'yg', 'bobrok']","['sy', 'dpt', 'sertifikat', 'vaksin', 'sdh', 'vaksin', 'buka', 'web', 'aplikasi', 'nya', 'bilang', 'ga', 'daftar', 'pdhl', 'sy', 'rantau', 'cari', 'nafkah', 'ya', 'allaah', 'sj', 'dpt', 'birokrasi', 'yg', 'bobrok']",saya dapat sertifikat vaksin sudah vaksin buka web aplikasi nya bilang tidak daftar padahal saya rantau cari nafkah ya allah saja dapat birokrasi yang bobrok
Utk vaksin ibu covid buat ibu hamil dimana? Saya hamil 17 minggu udah daftar di vaksin di GOR Kalideres tapi ditolak sama dokternya,utk vaksin ibu covid buat ibu hamil dimana saya hamil minggu udah daftar di vaksin di gor kalideres tapi ditolak sama dokternya,utk vaksin ibu covid buat ibu hamil dimana saya hamil minggu udah daftar di vaksin di gor kalideres tapi ditolak sama dokternya,"['utk', 'vaksin', 'ibu', 'covid', 'buat', 'ibu', 'hamil', 'dimana', 'saya', 'hamil', 'minggu', 'udah', 'daftar', 'di', 'vaksin', 'di', 'gor', 'kalideres', 'tapi', 'ditolak', 'sama', 'dokternya']","['utk', 'vaksin', 'covid', 'hamil', 'dimana', 'hamil', 'minggu', 'udah', 'daftar', 'vaksin', 'gor', 'kalideres', 'ditolak', 'dokternya']","['utk', 'vaksin', 'covid', 'hamil', 'mana', 'hamil', 'minggu', 'udah', 'daftar', 'vaksin', 'gor', 'kalideres', 'tolak', 'dokter']",untuk vaksin covid hamil mana hamil minggu sudah daftar vaksin gor kalideres tolak dokter
"@kemenkes_ri apakah aplikasi pedulilindungi tidak berlaku kak? Saya daftar vaksin di aplikasi tersebut dan tertera bahwa bisa vaksinasi di seluruh fasilitas kesehatan vaksinasi covid-19, hari ini saya berangkat ke puskesmas Mulyorejo di Surabaya, dan dinyatakan yang daftar dari link pedulilindungi tidak bisa mendapatkan vaksin, melainkan harus melalui aplikasi halodoc", apakah aplikasi pedulilindungi tidak berlaku kak saya daftar vaksin di aplikasi tersebut dan tertera bahwa bisa vaksinasi di seluruh fasilitas kesehatan vaksinasi covid hari ini saya berangkat ke puskesmas mulyorejo di surabaya dan dinyatakan yang daftar dari link pedulilindungi tidak bisa mendapatkan vaksin melainkan harus melalui aplikasi halodoc, apakah aplikasi pedulilindungi tidak berlaku kak saya daftar vaksin di aplikasi tersebut dan tertera bahwa bisa vaksinasi di seluruh fasilitas kesehatan vaksinasi covid hari ini saya berangkat ke puskesmas mulyorejo di surabaya dan dinyatakan yang daftar dari link pedulilindungi tidak bisa mendapatkan vaksin melainkan harus melalui aplikasi halodoc,"['apakah', 'aplikasi', 'pedulilindungi', 'tidak', 'berlaku', 'kak', 'saya', 'daftar', 'vaksin', 'di', 'aplikasi', 'tersebut', 'dan', 'tertera', 'bahwa', 'bisa', 'vaksinasi', 'di', 'seluruh', 'fasilitas', 'kesehatan', 'vaksinasi', 'covid', 'hari', 'ini', 'saya', 'berangkat', 'ke', 'puskesmas', 'mulyorejo', 'di', 'surabaya', 'dan', 'dinyatakan', 'yang', 'daftar', 'dari', 'link', 'pedulilindungi', 'tidak', 'bisa', 'mendapatkan', 'vaksin', 'melainkan', 'harus', 'melalui', 'aplikasi', 'halodoc']","['aplikasi', 'pedulilindungi', 'berlaku', 'kak', 'daftar', 'vaksin', 'aplikasi', 'tertera', 'vaksinasi', 'fasilitas', 'kesehatan', 'vaksinasi', 'covid', 'berangkat', 'puskesmas', 'mulyorejo', 'surabaya', 'dinyatakan', 'daftar', 'link', 'pedulilindungi', 'vaksin', 'aplikasi', 'halodoc']","['aplikasi', 'pedulilindungi', 'laku', 'kak', 'daftar', 'vaksin', 'aplikasi', 'tera', 'vaksinasi', 'fasilitas', 'sehat', 'vaksinasi', 'covid', 'berangkat', 'puskesmas', 'mulyorejo', 'surabaya', 'nyata', 'daftar', 'link', 'pedulilindungi', 'vaksin', 'aplikasi', 'halodoc']",aplikasi pedulilindungi laku kak daftar vaksin aplikasi tera vaksinasi fasilitas sehat vaksinasi covid berangkat puskesmas mulyorejo surabaya nyata daftar link pedulilindungi vaksin aplikasi halodoc
"Dok kalau yg sudah kena covid 19 langsung apakah harus di vaksin jg? Secara antibodi juga sudah pernah melawan langsung virus nya. Mohon jawaban nya ya dok, terima kasih.",dok kalau yg sudah kena covid langsung apakah harus di vaksin jg secara antibodi juga sudah pernah melawan langsung virus nya mohon jawaban nya ya dok terima kasih,dok kalau yg sudah kena covid langsung apakah harus di vaksin jg secara antibodi juga sudah pernah melawan langsung virus nya mohon jawaban nya ya dok terima kasih,"['dok', 'kalau', 'yg', 'sudah', 'kena', 'covid', 'langsung', 'apakah', 'harus', 'di', 'vaksin', 'jg', 'secara', 'antibodi', 'juga', 'sudah', 'pernah', 'melawan', 'langsung', 'virus', 'nya', 'mohon', 'jawaban', 'nya', 'ya', 'dok', 'terima', 'kasih']","['dok', 'yg', 'kena', 'covid', 'langsung', 'vaksin', 'jg', 'antibodi', 'melawan', 'langsung', 'virus', 'nya', 'mohon', 'nya', 'ya', 'dok', 'terima', 'kasih']","['dok', 'yg', 'kena', 'covid', 'langsung', 'vaksin', 'jg', 'antibodi', 'lawan', 'langsung', 'virus', 'nya', 'mohon', 'nya', 'ya', 'dok', 'terima', 'kasih']",dokter yang kena covid langsung vaksin juga antibodi lawan langsung virus nya mohon nya ya dokter terima kasih
Permisi saya mau tanya .. saya sudah divaksin pertama melalui program tiket.com di RS CAROLUS kenapa saya cek NIK saya malah belum terdaftar dan sertifikat pertamanya pun belum ada tolong dong infonya,permisi saya mau tanya saya sudah divaksin pertama melalui program tiketcom di rs carolus kenapa saya cek nik saya malah belum terdaftar dan sertifikat pertamanya pun belum ada tolong dong infonya,permisi saya mau tanya saya sudah divaksin pertama melalui program tiketcom di rs carolus kenapa saya cek nik saya malah belum terdaftar dan sertifikat pertamanya pun belum ada tolong dong infonya,"['permisi', 'saya', 'mau', 'tanya', 'saya', 'sudah', 'divaksin', 'pertama', 'melalui', 'program', 'tiketcom', 'di', 'rs', 'carolus', 'kenapa', 'saya', 'cek', 'nik', 'saya', 'malah', 'belum', 'terdaftar', 'dan', 'sertifikat', 'pertamanya', 'pun', 'belum', 'ada', 'tolong', 'dong', 'infonya']","['permisi', 'divaksin', 'program', 'tiketcom', 'rs', 'carolus', 'cek', 'nik', 'terdaftar', 'sertifikat', 'pertamanya', 'tolong', 'infonya']","['permisi', 'vaksin', 'program', 'tiketcom', 'rs', 'carolus', 'cek', 'nik', 'daftar', 'sertifikat', 'pertama', 'tolong', 'info']",permisi vaksin program tiketcom rumah sakit carolus cek nik daftar sertifikat pertama tolong informasi
@kemenkes_ri  mau bertanya ..kalo bapak  sy lansia mau vaksin 1 di daerah lain ( sumba) sebab sekarang posisi di sana selama 10 hari mau pulang  mesti menujukan kartu vaksin 1  dan pertanyaan saya  apakah bisa vaksin 2 di dapatkan di daerah  lain (ktp bali) atau berbeda daerah dengan vaksin 1 ...terima kasih tolong pencerahanya, mau bertanya kalo bapak sy lansia mau vaksin di daerah lain sumba sebab sekarang posisi di sana selama hari mau pulang mesti menujukan kartu vaksin dan pertanyaan saya apakah bisa vaksin di dapatkan di daerah lain ktp bali atau berbeda daerah dengan vaksin terima kasih tolong pencerahanya, mau bertanya kalo bapak sy lansia mau vaksin di daerah lain sumba sebab sekarang posisi di sana selama hari mau pulang mesti menujukan kartu vaksin dan pertanyaan saya apakah bisa vaksin di dapatkan di daerah lain ktp bali atau berbeda daerah dengan vaksin terima kasih tolong pencerahanya,"['mau', 'bertanya', 'kalo', 'bapak', 'sy', 'lansia', 'mau', 'vaksin', 'di', 'daerah', 'lain', 'sumba', 'sebab', 'sekarang', 'posisi', 'di', 'sana', 'selama', 'hari', 'mau', 'pulang', 'mesti', 'menujukan', 'kartu', 'vaksin', 'dan', 'pertanyaan', 'saya', 'apakah', 'bisa', 'vaksin', 'di', 'dapatkan', 'di', 'daerah', 'lain', 'ktp', 'bali', 'atau', 'berbeda', 'daerah', 'dengan', 'vaksin', 'terima', 'kasih', 'tolong', 'pencerahanya']","['kalo', 'sy', 'lansia', 'vaksin', 'daerah', 'sumba', 'posisi', 'pulang', 'mesti', 'menujukan', 'kartu', 'vaksin', 'vaksin', 'dapatkan', 'daerah', 'ktp', 'bali', 'berbeda', 'daerah', 'vaksin', 'terima', 'kasih', 'tolong', 'pencerahanya']","['kalo', 'sy', 'lansia', 'vaksin', 'daerah', 'sumba', 'posisi', 'pulang', 'mesti', 'tuju', 'kartu', 'vaksin', 'vaksin', 'dapat', 'daerah', 'ktp', 'bal', 'beda', 'daerah', 'vaksin', 'terima', 'kasih', 'tolong', 'pencerahanya']",kalau saya lansia vaksin daerah sumba posisi pulang musti tuju kartu vaksin vaksin dapat daerah ktp bali beda daerah vaksin terima kasih tolong cerah
