Username,Komentar,Label
khoirurii,"harusnya yg mau atau tdk mau divaksin gk ush di paksa2, divaksin jg gk jaminan aman",Negatif
khoirurii,"negara harus hormati hak warganya utk menolak vaksin, yg pntg terapin prokes aja yg baik, di indonesia covid byk yg dijadiin ajang cari duit soalnya, liat noh di eropa uero udah jalan dan mereka santay dan taat prokes, gk ush lebay2 covid deh, yg pntg taat prokes jg kesehatan udah, gk ush nambah2 in beban rakyat miskin dong negara, katanya negara demokrasi, kok suara rakyat gk di denger?????",Negatif
fitriutaria,memangnya antibodi terbentuk setelah vaksin butuh berapa lama?,Netral
andiiboeng,ayoo dukung dan sukseskan vaksinasi  di negara kitaa dan semoga semua sehat,Positif
andiiboeng,tolak vaksin dan jangan d paksa,Negatif
kemenkes_ri,"Untuk meningkatkan cakupan vaksinasi COVID-19 & mengantisipasi lonjakan kasus, pemerintah memperbarui Peraturan Menteri Kesehatan Nomor 10 Tahun 2021 menjadi Peraturan Menteri Kesehatan Nomor 18 Tahun 2021 yang disahkan oleh Menteri Kesehatan pada tanggal 28 Mei 2021. Di dalam ketentuan ini terdapat beberapa perubahan yang disesuaikan dengan situasi dan kondisi yang ada saat ini, dengan harapan dapat memberikan pelayanan vaksinasi yang lebih efisien dan efektif. Apa saja perubahannya? Simak dalam infografis berikut ya #Healthies",Positif
endangph,"Min.. ketentuan penanganan KIPI ini yang ditanggung oleh JKN, apakah juga menanggung bagi mrk yang sdh di Vaksin dengan Astrazeneca? Atau khusus Sinopharm dan Cansio?",Netral
simple_mikee,"Jgn lupa ya teman2 , kekebalan itu terbentuk 1 bulan setelah dosis ke 2.Jgn krn baru vaksinasi dosis 1 aja ud merasa kebal ??krn spt nya banyak yg gagal paham dan merasa kekebalan itu lgsg instan. yuk terus disiplin prokes. Salam sehat selalu ??",Positif
dewantara159,"Call center untuk vaksinasi nasional berapa yaa? Saya sudah coba hubungi semua no respon. Padahal saya hanya bertanya.. Bisa tidak vaksinasi pertama dan ke dua ditempat berbeda. Soalnya hampir semua saya tanya ke petugas kesehatan bilangnya harus di tempat yg sama, padahal surat dari dirjen menyatakan vaksinasi ditempat berbeda diperbolehkan.",Positif
wahyudinurhamzah,"Saya Masih belum dapat jatah vaksin. Tinggal di kota sangatta, kaltim.",Negatif
sevanovfelix,"Brarti Sinopharm selama itu hasil hibah kek kemaren dari UAE bisa jadi Vaksinasi umum yak yang Gratis bukan Gotong Royong, namun sebaliknya yang Gotong Royong gabisa pake jenis vaksin Gratis misalkan kek Gotong Royong pake Sinovac. Gabisa yahhh. Clear",Netral
ladytanesiarbella,"Kalau perusahaan ingin mengikuti vaksin gotong royong, pendaftarannya kemana ya? Terimakasih infonya",Positif
martenz_vandreva,"Kenapa sih vaksin yg kedua ga dipercepat, harus nunggu 3 bulan, kalau DKI genting ya dipercepat saja..",Positif
rainmeterr,tangsel masih blum ada vaksin untuk umum 18+? saya yg sehari2 buka toko masih belum bisa jg.. makin cape nunggunya,Negatif
qoriahcdp,Sy hari ini habis vaksin di puskesmas RT saya. Salah satu kelurahan di pasar minggu. suruh bawa FC KTP buat yg DKI. Kalo non DKI surat dom / surat ket kerja di jkt + FC KTP. Hari ini vaksin Astra Z,Positif
melani.putry2,Pengen vaksinasi tp sampai skrg GK dpt info kpn vaksinasi utk umum utk bksi kapan,Positif
aldias_hendra_tobing,"Skarang pembahasan vaksin diperkuat, melupakan insentif covid utk nakes di berbagai daerah, belum lagi kami yg secara aturan kemenkes berhak mendapatkan bagi yg kontak langsung dgn px covid khususnya Radiografer, tapi respon pusat keterangan nya mengatakan sudah terlambat , trus apa solusi dari pemerintah pusat ? Bukankah kebijakan itu utk hak dan kewajiban nya nakes, hak nya mendapatkan insentif, kewajiban nya ialah melakukan pelayanan dan tindakan medis utk yg px Cvd 19",Negatif
alvianiputrii,Mohon maaf ada yang bisa bantu jawab.. Suami ku habis vaksin Minggu lalu.. tadi di swab antigen hasil positif.. apakah ada kaitannya dengan vaksin atau vaksin tidak mempengaruhi hasilnya? Karena yang saya dengar katanya kalau setelah vaksin di swab hasilnya pasti positif.. makasih,Netral
isroalfiah_iszi,"Klo udh vaksin d kota lain trs vaksin tahap keduanya d tempat lain gmn? Misalnya vaksin pertama d perantoan trs plg kpg dan tdk blk ke perantoan yg vaksin pertama kali, krn bbrp kota atau desa mengutamakan vaksin untuk lansia dulu. Apakah jika tdk vaksin lagi, akan berpengaruh dari vaksin pertama di badan kita?",Positif
rudy_harto_,"Opsi lockdown sudah boleh sangat di perhitungkan, strategi2 yang kemarin2 sangat banyak yang tidak efektif untuk diterapkan di indonesia.. jangan trial and error yang berakibat pada bertambahnya korban jiwa.. selagi lockdown bisa mengejar ketertinggalan vaksin..",Positif
rodex_elshaarawy,Gak bisa vaksin gara gara no Nik KTP sudah dipke orang laen buat vaksin.... Ko bisa kaya gtu yaa... NO Nik bisa Dicolong orang laen.... Heraannn,Negatif
andre_hayatulloh,Pak bu saya belum bekerja lagi..saya perantauan masih nganggur dan tinggal di kontrakan..apakah bisa ikut vaksin dan harus kemana untuk pendaftaran nya..dan apakah ada biaya nya..? Terima kasih..mohon informasi nya,Positif
deny.sutanto,Percuma abis dvaksin msh dsuruh maskeran??,Negatif
khoirunnisa_khoirun,Saya peserta aktif jkn tp blm dpt vaksin ga fi data juga wkwkk sklinya mo ikut br pngumuman trs kuotanya dah penuh eh bingung deh ??,Negatif
meitasari_19,Ibu menyusui boleh vaksin tidak ya?,Netral
ikyyard,Saya vaksin udah 2 minggu yg lalu tapi kok belum dapet sertifikat juga ya @kemenkes_ri,Positif
cici_wulantari,"Selamat malam dok, ingin menayakan efektivitas sesungguhnya vaksin sinovac? Krna rata2 pasien covid saat ini sudah menjalani vaksin sinovac dan divaksin 2 kali, tpi tetap kena covid. Saya paham sinovac tidak menjamin kita tida kena covid. Tpi dari 40 org yg saya kenal sudah di vaksin lengkap sinovac hampir 30 org nya terkena covid juga. Hal ini berbanding terbakik dengan amerika atau negara2 yg menggunakan vaksin pfizer dmna jika sudah dilakukan vaksin 2 kali lengkap sudah bebas melepas masker. Mohon utk penjelasan nya dok. Apakah jika sudah divaksin sinovac jika kelak pfizer tiba di indonesia apakha bisa di vaksin ulang menggunakan pfizer dok? Mohon penjelasannya dok. Trimakasih",Negatif
kurniawanvaridmahardika,Vaksin ke 2 bisa di laksanakan di tempat berbeda tidak ?,Netral
delema.nb,Klu mau vaksin pun ribet banget.. Bertele tele..,Negatif
dewirob_,Apa pemerintah bertanggung jawab klo ada apa apa setelah divaksin??,Negatif
suji5432,"Skrg yg bnyk kena yg sdh di vaksin, ??",Negatif
eunike_magdalena,Tolong info untuk vaksin d daerah kecamatan pandaan donk...ortu sy belum vaksin pdhl usia 50+ kami yg d kecamatan kesusahan untuk mendapatkan vaksin.tolong dibantu,Netral
marlinaefi,Informasi vaksin area Bogor? ????,Positif
indamonicagreiner,"Min syarat skrg sudah hrus ad kartu vaccines.. sudah 1 bln saya d vaksin blm ada sms , blm terima sertifikat vaksinnya.. krim email gak d balas .. download aplikasi peduli lindungi gak ad sertifikat vaksin..tlp 119 ext 9 gak bisa masuk.. jadi gmna dong?kalo mau kluar kota ad urusan?",Netral
juli_foncesa,Anak sy bayar vaksin di area kemanggisan bulan mart kemaren dua irg 750 rb,Negatif
siti_ruchayatii,Paakkk please stop vaksin import disuntikan ke masyarakat ???? karena banyak yg jd positif stl 1minggu-2minggu dari vaksin ?????? kapan vaksin Nusantara launching pak???,Negatif
_bimoparanna,"Saya gak pernah kena Corona, trus di suruh vaksin?",Negatif
mayaendriani,"Mohon infonya Pak/Bu. Apakah ibu menyusui boleh mendapatkan vaksin covid? Kalau boleh, vaksin apa saja yg bisa utk ibu menyusui? Terima kasih. @kemenkes_ri",Netral
7.6.9.6,Gimana caranya membatalkan nama yg sudah terdaftar pada vaksin gotong royong?,Netral
diyahtw28_,Ibu hamil boleh vaksin ngga ya?,Netral
perayusenjaa,"Bisakah memberikan penjelasan yg relevan mengapa banyak kasus meninggal usai di vaksin? Apa penyebabnya, apakah penyebab nya dari vaksin itu sendirikah? Mohon penjelasannya ??",Negatif
arist_rohul,"saya sudah di vaksin, tp belum dapat sertifikat. bisa di bantu ?",Positif
victoriaherbal,Kalau jenis vaksin moderna sudah masuk Indonesia belum min?,Netral
asiscivil,Smpe sekarang kami masyakat jelata belom ada di vaksin..tapi para  org yg trnama didahulukan..kenapa.?? Apakah karna kami rakyat biasa tidak pantas hidup.??,Negatif
rudy.yulianto.739,"Mau tanya, yang disemarang, yg untuk masyarakat umum usia 18-50 harus 3in 1,mohon untuk dihilangkan program 3in 1 yang Dikota Semarang biar kita bisa vaksin",Positif
dualingga,segara ajak ortu untuk suntik vaksin agar terhindar dari covid ini,Positif
darmawanruham,Kalau mau vaksin sinopharm secara mandiri/perorangan..bisa di dapat dimana yah,Positif
dualingga,ayoo suntik vaksin dan tatap disiplin dalam mengikuti kegiatan vaksin. terima kasih,Positif
whit.ed971,Setelah vaksin jangan  pergi dan sibuk ngobrol ke orang,Positif
ozieeizo,"Min, saya punya ktp daerah jateng, tp sya tinggal di jakarta, caranya ikut vaksinasi gmna ya min, tolong infonya @kemenkes_ri",Positif
ijoshhhhhh,"Kalau gagal vaksin, tetapi sertifikat terbit, lapor ke mana ya? ??",Negatif
faysematawayang,Saya abis di vaksin positip baru vaksin 5 hari sweb positip,Negatif
littlemiss_eleanor88,"@kemenkes_ri ... kalau vaksinasi sudah lengkap 2x , berapa lama waktunya sampai vaksin harus diulang lagi ??",Positif
afgani_luth,"Ngga ada gunanya vaksin, orng udah di vaksinpun tetep aja masuk ICU ????, mending duitnya buat yng lain",Negatif
aldo.rasyaa,Mau tanya siapa tau ada yg tau yaa. Kalo setelah vaksin 2 hari boleh minum obat flu gam ????,Netral
fuckcancer13,Peneliti di Indo kapan ya buat penelitian terbaru... Apakah bener nih vaksinnya bisa menghadapi varian delta dan kemungkinan adanya varian lain? ?? Apakah hasil penelitian luar dapat mengeneralisasi populasi di Indonesia? ??,Negatif
andiiboeng,apa isi vaksinya tu pak ? mohon infonya dong pak,Negatif
latifbengel007,Info link pendaftaran vaksin dong kak ??,Positif
dr.arthur_sh.mh.id,"Kuncinya perkuat 3 T, 5M serta vaksinasinya dan untuk mengurangi angka kematian maupun lonjakan angka konfirmasi covid19, sebaiknya langkah pemerintah dari pusat maupun daerah setiap yg hasil swabnya positif covid19 baik otg ataupun dengan gejala di karantina di RS atau rumah karantina yg disediakan dinas kesehatan kabupaten tersebut dengan pengawasan tenaga medis, sampai hasil swab tersebut negatif dan di perbolehkan pulang ke rumah pribadi. jika yang otg di bawa ke Rumah Karantina dinas kesehatan kabupaten dengan pengawasan Medis. Dan yang bergejala tetap di karantina di RS.  Mengingat covid 19 semakin banyak tambahan varian baru seperti halnya B.1.1.7 dan gejalanya bahkan ada yg menyerang otak, kulit, syaraf seperti indera penciuman dan perasa tak berfungsi Tentunya dgn varian tsb covid semakin membahayakan serta menghambat pertumbuhan vaksinasi. Ada kasus yang terjadi, Jika di isolasi di rumah pribadi banyak yang tanpa pemantauan tdk di pantau akhirnya ketahuan ikut kegiatan di masyarakat seperti hadir atau mengadakan resepsi pernikahan, melayat ke rumah duka, ke pasar, tempat wisata, berkerumun, naik transportasi umum dan lain sebagainya yang mana bisa kontak dengan semua orang2 non covid19 yg dapat menimbulkan cluster baru. Dan ketahuan pun tidak ada teguran dari satgas covid19 baik dari tingkat kabupaten, kecamatan maupun desa, seakan akan di biarkan begitu saja. Ada juga yang jika di tegur Tenaga medis sekalipun didampingi TNI atau kepolisian warga yang covid19 melakukan masa penolakan. heard imunitty tidak menjamin karena banyak masyarakat yang memiliki riwayat penyakit seperti hipertensi, diabetes, asma, ppok dll yang membahayakan bagi mereka serta meningkatkan angka terkonfirmasi covid bahkan kematian yang signifikan tingginya. Mengingat juga yang menderita covid19 tidak bisa di vaksin, Kunci keberhasilan sebelum vaksinasi tetap 3 T, tracking swab masal gratis demi keselamatan warga yang diduga kontak agar tidak terjadi penularan dan lonjakan covid19 yang signifikan. Semoga bermanfaat, Terima kasih mohon maaf jika saran dan masukan terlalu panjang. Semoga pandemi segera berakhir dan negara sehat ??",Positif
kaiarkasa,Min saya mau tanya saya sudah vaksin sudah 2 dosis waktu Januari awal karena dulu saya kerja di Rumah sakit sebagai non Nakes tapi saya Gk punya sertifikat vaksin karena tidak ada pemberitahuan dari Sms terkait sertifikat vaksin Trus bagaimana ya kalo saya butuh sertifikat vaksin nya untuk melamar pekerjaan baru Karna saya sudah resign dari RS tersebut,Positif
laytruthor,vaksin dijamin aman ?. vaksin dijamin kipi ??. ??????,Negatif
the_real_factchecker,tolak vaksin !,Negatif
onionpatrol_idn,"SUMBER ARTIKEL: ghostBIN (dot) co /paste/59eoq4https://yadi.sk/d/hLmzqoonm5cANgDARI MANA MANUSIA AKAN MENJADI MANUSIA TANPA PEDOMAN ILMU & ATURAN MANUSIA (ALKITAB)??KATAKANLAH MANUSIA MENCARI TAKDIR LAIN SAMPAI KE TITIK TERJAUH KELUAR BUMI YAKNI KE LUAR ANGKSA TAPI APAKAH DISANA MANUSIA ITU BISA MENGUBAH KODRATNYA SEBAGAI MAKHLUK HIDUP YANG BERNAMA MANUSIA TSB…BUKTINYA MANUSIA TETAP AKAN MENJADI MAKHLUK MANUSIA DAN TDK BISA MENGUBAH KODRATNYA TSB…ABUNDANCE NEGARA ADIDAYA DIDAPAT DARI —> CARA² YANG JAHAT, LICIK, & KOTOR, MERAMPAS NEGARA² LAIN DAN JUGA KONSPIRASI BESAR SEPERTI MENCIPTAKAN PANDEMI GLOBAL LALU MENYUNTIKKAN VAKSIN KE SEMUA ORANG, MEMBUAT BANYAK ORANG MATI, MEMBUAT BYK ORANG BANGKRUT, DAN MENJADIKAN BANYAK PENYAKIT KEDEPANNYA GARA² VAKSIN…JADI: ORANG YANG MENGIKUTI CARA² MEREKA SAMA SAJA ORANG YANG KONSLET PRINSIP & SALAH CARA BERPIKIRNYA.Pertanyaanya: kenapa kita manusia harus berpedoman? kenapa kita harus mengikuti aturan? Jawabannya adalah: karena kita ini manusia, kita ini makhluk keturunannya nabi adam. Kita bukan keturunan makhluk sebelum nabi adam. Dan kitab suci adalah pedoman yang mereka wariskan untuk kita dari mereka (orang-orang terdahulu anak cucu keturunan adam terdahulu sebelum kita). Lalu muncul lagi pertanyaan, kita manusia anak keturunan adam sebenarnya untuk apa dibumi ini sudah dijelaskan di Quran surat Adz Dzaariyat: ayat 56 : “Dan Aku tidak menciptakan jin dan manusia melainkan supaya mereka menyembah Ku”. (Qs, Adz Dzaariyat: 56) Kitab peradaban manusia terakhir adalah aturan-aturan di tempat kamu berpijak, yakni aturan-aturan negara. Di negara kita memakai undang-undang perdata dan kitab undang- undang pidana (hukum). Tuhan di ibaratkan positif terbesar di alam semesta yang tak tergoyahkan dengan negatif. Positif (+) berarti benar, baik. Untuk menjadi seorang manusia yang baik dan benar pedoman hidupnya adalah kitab dan aturan tempat kamu berpijak (negara). Jadi orang yang paling dekat dengan tuhan adalah orang yang paling dekat dengan positif (+), yakni orang-orang yang hidupnya paling dekat dengan aturan-aturan, yakni agama, kitab suci, dan aturan-aturan tempat kamu berpijak (negara).MAKA JIKA MENGANUT PRINSIP GLOBA",Negatif
coronacovidjogja,Ayo percepat vaksin masal. Indonesia semakin parah.,Positif
7.6.9.6,@nurwahyubowo sama saya juga nich udh ke 2 tempat gabisa vaksin karna terdaftar gotong royong??,Negatif
ewn.80,"@yoniantari kalo gk divaksin, kartu BPJS nya tdk bs dipakai lg gt mksudnya...?",Negatif
ewn.80,"@nurwahyubowo tepatnya bkn menolak, tp dr fasyankes yg anda kunjungi mmg tdk bs membuka tiket utk dpt dientri sbg spesrta vaksinasi di fasyankes tsb.",Netral
yoniantari,"Org tua ada DM, bkm berani vaksin denger"" klo ga vaksin gbsa pke BPJS? bner gak min? Tolong penjelasannya @kemenkes_ri",Netral
lailafitri,"@nurwahyubowo bisa kok, datang saja ke sentra vaksin yg go show. #pengalaman",Netral
yonpurba,@nurwahyubowo coba tanya instansi tempat terdaftar di vaksin gotong royong. cek juga di aplikasi peduli lindungi,Netral
nurwahyubowo,Karena alasan sdh terdaftar diprogram vaksin gotong royong (dan hampir 3bln belum dapatkan jadwal vaksin).. Saya kehilangan kesempatan vaksin dimana²... Semua tempat menolak alasan sdh terdaftar digotong royong... Gmn ini? @kemenkes_ri @jokowi,Negatif
kemenkes_ri,"#Healthies, mulai kemarin (18/6) BBPK Kampus Hang Jebat membuka pendaftaran vaksinasi COVID-19 bagi masyarakat berusia diatas 18 tahun yang berdomisili dan Ber KTP DKI Jakarta. Tunggu apalagi, yuk segera daftarkan dirimu melalui loket.com/event/vaksinbbpk ya. Salam sehat!",Positif
mirakent06,"Min :, vaksin nya pake AZ ATAU Sinovac?",Netral
popcorn_galery,"KTP non-DKI sekolah di DKI, kerja informal di DKI, tidak bekerja di DKI, dst? Ada baiknya pertimbangkan tanpa syarat2 tambahan. Cukup tunjukkan KTP, ada NIKnya, isi formulir sederhana yang 4 lembar itu dengan benar, bantu tuliskan untuk yang kesulitan menulis. Pemerintah/panitia vaksinasi siapkan vaksinnya, vaksinatornya yang terampil, dokter pemeriksanya, relawan yg membantu proses, sistem ITnya. Supaya dipermudah, cepat mencapai kekebalan komunal.",Positif
kiman_junior,Saya sangat siap divaksin??,Positif
kanayong,"Kenapa nga dilepas saja sih harus dibatasi, yg punya e-KTP yg penting mau daerah mana aja. Biar yg niat vaksin bisa pada dapat. Gotong royong juga nga jelas.",Negatif
deviyanabudiman,Min mau tanya. Saya dapat jadwal vaksin astrazeneca di manado minggu ini. Cuma vaksin ke 2 (12minggu sejak vaksin pertama) itu jatuhnya di mid september. Sdgkn sept saya ada di jakarta. Apa sy bs vaksin di jakarta? Atau sy harus menunda vaksinasi?,Positif
alfoncegeorge,Pemprov depok kapan nih seperti pemprov dki program vaksinasi ke seluruh warganya sgt gencar..trims,Positif
melisaoktariii,Apakah ibu hamil sdh bisa vaksin?,Netral
liliani212,"Min, klo boleh tau vaksin nya apa ya?",Netral
anton.fw,"Sebelumnya ada dinfokan bahwa astrazeneca tdk untuk usia 30th kebawah krn ada beberapa kasus stlh vaksin...apakah skrg sdh ""aman"" dipakai..",Positif
ida.waidah31,"Saya KTP daerah, kerja di jakarta apakah bisa dapat vaksin di jakarta ?",Positif
restianakumalasari,Mau tanya apakah vaksin aman untuk lansia usia 50an ? Soalnya banyak kasus covid habis di vaksin malah terkena sakit covid nya ??,Negatif
cutfitrid_pipit,Pake Vaksinnya apa?,Netral
noe_avree,Bukan utk vaksin gratis ya ?,Netral
muhammadfarraby,"@teluuurrr help me, saya di tuntut untuk vaksin oleh perusahaan.. padahal banyak berita yg beredar usai di vaksin membuat diri ini bingung dan sulit mengambil keputusan..??",Negatif
martinz.lezmon,"Tanya min @kemenkes_ri sy udh menjalani vaksin tahap 1 dengan snovac , lalu pas hari tahap ke 2 sy sempat di rawat, saat ini sy untuk mentutaskan vaksin sy harus kemana ya?soalnya semua dah make AZ. Bs di bantu?",Positif
